# F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Labels
3.115882150203174383e+00,-1.253133118814057534e+00,1.874884698247562209e+00,-1.085844016523596078e-01,2.279066023577172473e+00,3.804595834412076272e+00,-6.071982937947659753e-01,3.342541988647090623e+00,1.782300504733724811e+00,-1.205152363336741139e-01,1.000000000000000000e+00
-3.079553209946398695e+00,-8.244653552883678405e-01,8.587017492088120374e-01,-1.541682833905660299e+00,4.206182219140037759e-01,1.597444463714883467e+00,-2.563919186411305340e+00,3.697912959160109536e-01,-5.308765465594250665e-01,1.210716988735569766e+00,2.000000000000000000e+00
-4.135142456552109991e-01,-8.507717366442172358e-01,8.272633669187561267e-01,-2.227658475434354024e+00,-3.879444776298286435e-01,2.937455477106719393e+00,4.256421091351252350e-01,-6.873268727730996730e-01,-3.172437045147038504e+00,-2.110694509495567583e+00,2.000000000000000000e+00
-1.747341062871847539e+00,-7.872112085321170127e-01,-1.607087239622773112e-01,-1.041133830916571634e+00,-1.186859402176064782e+00,1.881525212278277959e+00,-2.158728544112138437e+00,-1.174867409643037375e+00,5.253523853157548995e-01,2.094955130456030545e+00,0.000000000000000000e+00
-1.618053024025219111e+00,-5.938705252812623847e-01,-1.927252405431392202e-01,-5.021646192125306385e-03,-7.847458275893759438e-01,2.645043561942894694e+00,-3.261576154198393418e+00,-1.349773285079043594e+00,-3.534665168894739473e-01,1.660497495646949151e+00,0.000000000000000000e+00
3.327144857630425223e-01,-5.964001394794657074e+00,-2.355933522685522696e+00,6.546596458350857350e-01,4.033127921841507257e-01,2.024566019602986877e+00,-2.714542137906553521e+00,-1.284922494074806354e-01,2.163041644598688418e+00,-4.975290005775594437e-01,2.000000000000000000e+00
7.204888932083755027e-01,-2.545384546520176094e+00,-1.363311322149701521e+00,3.386546481076313508e-01,1.950124779967233435e+00,2.001291479297051978e+00,-1.573362658526723745e+00,-3.323182664088982108e+00,-1.383897736205693674e+00,3.996825308387791154e+00,0.000000000000000000e+00
3.083493656528271565e+00,-3.738404675473070427e+00,-1.587343709537413217e+00,5.200718808249458647e+00,1.069066069105661709e+00,2.222156657485514497e-01,-3.399985862129797365e-01,-6.314550871545507427e+00,-1.347943506315617102e+00,6.862499173043267175e-01,1.000000000000000000e+00
-2.439216149333963024e+00,-5.646860223134479995e+00,1.154663302739583619e+00,2.088245973882741691e+00,-3.769564012463860747e-01,7.511582060964425711e-01,-2.434784675584734437e+00,-7.874479309063918464e+00,-3.708291828292099579e-01,3.337452471567675438e+00,0.000000000000000000e+00
-3.561140854685802548e-01,7.944503537874529897e-01,3.204627462485674982e+00,2.607958834637310375e+00,-1.669981945752674335e-02,-6.480977669001813934e-01,-6.041238464183251722e-03,-6.619510962003776200e-01,-4.689998313767381743e-01,-2.304708579710294192e+00,1.000000000000000000e+00
-3.672371878478299934e-01,-1.468529183333446397e+00,3.415507052284530998e-01,-2.197978432807640381e+00,5.946904533523638126e-01,6.078131704474999397e-01,-2.466726621845285461e+00,-3.402194326347128261e-01,-3.535394151452375233e+00,-1.167301351509132612e+00,2.000000000000000000e+00
-1.146618226973958876e-01,2.998420430379303614e+00,1.125029497132514322e+00,-2.151436361307175194e-01,-2.483892038510179923e+00,-1.812699954334129782e+00,-2.352085482917808612e+00,1.950552857073343915e+00,2.096021858016835271e+00,3.938806222059998419e-02,0.000000000000000000e+00
-4.224414416161883956e+00,6.887045822831312059e+00,-3.091475209485150089e+00,1.035604288173936238e+00,4.631408625049104888e-01,-1.507824621870958115e+00,2.061615684389747738e+00,1.025571992603732596e+01,6.000410521130737251e+00,-7.895595280980984843e-01,0.000000000000000000e+00
2.633153249937119966e+00,-1.987628623833158192e+00,1.419180721551640989e+00,1.575334115025952331e+00,8.836476565126993865e-01,1.214031770120574283e+00,1.163942465411030858e+00,-2.260683002461254809e-01,-1.930425958754906635e-01,-2.717352017115072016e+00,1.000000000000000000e+00
2.853099183873362144e+00,6.763041318458586915e-01,-1.665972967249573777e-01,1.695692871059868434e+00,-1.924125987254881931e+00,-9.030548937328627401e-01,-2.639951533652530102e+00,-2.274450379732464889e+00,-4.546471085581315075e-01,1.135010203267803330e-01,1.000000000000000000e+00
1.553483551013753461e+00,-1.798752028642967016e-01,-9.261216235322249357e-01,2.046139247743739453e+00,-3.618489657533870307e+00,5.860078201793085029e+00,1.450281385761643671e+00,-5.059329165962484609e+00,-2.376116416290659394e+00,-2.484342050204864982e+00,2.000000000000000000e+00
-1.010596439789184009e+00,2.390554876943951079e-02,1.265063163059415352e+00,1.848423588613872237e+00,-1.301816087675675693e-01,-1.782388682504600697e+00,1.622590536327527699e+00,-4.002567678032469267e+00,-1.483536164690306247e+00,3.750166682128823759e-01,1.000000000000000000e+00
3.672637448909649827e+00,9.466732460925031400e-01,-3.299046222792930472e+00,1.642369888051415039e+00,2.308244745994608937e+00,-1.816519334435977795e+00,1.080329680200162956e+00,5.331437444291242223e+00,3.719599874914996107e-01,-3.943386680106251596e+00,2.000000000000000000e+00
-7.168768813588011213e-01,-1.942580148810308938e-01,2.673566949311578789e-02,-1.085083109659281009e+00,1.127516446086951341e-02,2.174567938041656046e+00,-2.647701776775148730e+00,1.701371502634307475e+00,-4.509380557435860304e-02,9.417887985334605361e-04,1.000000000000000000e+00
-8.469730197790019677e-01,-6.016662150632144934e-01,-1.399538826180841689e-01,-3.521772720045865057e+00,1.026431422087265011e+00,3.123958103749286508e+00,-1.949220930351882597e+00,6.339668194343630603e-01,-3.523453932564916791e+00,3.077454831496699850e-01,2.000000000000000000e+00
-3.499982177048124754e+00,-1.159478542311327631e+00,3.828919887726951465e-01,-5.848135159615996947e-02,-2.671747015283620907e+00,9.044543664507274094e-01,-1.782018938484985826e+00,-3.320884506881922604e+00,-4.576480229494526153e-01,1.890774522280134207e-01,0.000000000000000000e+00
-4.393795008642251254e+00,4.052012017447123249e+00,-3.727244857523655419e+00,3.766624948355188351e+00,2.188844224249097969e-02,2.434465830879558368e+00,2.628255506740845071e+00,4.541217533049656474e+00,4.487559979297997437e+00,-1.987157609247223178e-01,0.000000000000000000e+00
-7.552876363964482476e-01,-1.414642359224108414e+00,7.142861361742557369e-01,-1.316911314734900307e+00,-1.355897348508356970e-01,1.991082562354086427e+00,8.780866283193102806e-01,-1.683398012681674646e-02,-4.090592406668778214e-01,-1.031447398275329608e+00,2.000000000000000000e+00
-2.458760436704004348e+00,-1.584582664783565242e+00,-2.007517913515200370e+00,4.162984404972156049e+00,-3.378081865479244605e+00,7.414230619056145777e-01,1.062685366930498088e-01,-1.030051900702313539e+01,-2.980562130841373225e+00,1.068435552413801615e+00,0.000000000000000000e+00
-8.882257607749799444e-01,-6.528214385775573669e-01,2.368566807770759119e+00,-3.697110579102794503e+00,-1.876041879339781504e+00,2.400424852516679142e+00,-1.351117528966717884e+00,4.202828925011028893e+00,2.520092723619670849e+00,-1.966242349894497421e+00,1.000000000000000000e+00
2.668433650351698105e-02,-2.124454365382357324e+00,2.862412086536818556e+00,-1.373871870736235401e+00,4.532351635449825000e-01,4.206677832003448136e-01,-2.715374506094951457e+00,-9.102727877470518925e-01,-1.530001359245341863e+00,-2.088597503561231417e-01,2.000000000000000000e+00
-1.316266809702560048e+00,8.887406720265266236e-01,3.316045832734785925e+00,2.060524660201576985e+00,2.919351596969961271e-01,-1.981729568159763977e+00,1.692443309521112660e+00,-2.934420045637721408e+00,1.183493465537447165e+00,2.579137343564682272e+00,0.000000000000000000e+00
4.293507877104056902e-01,-6.674844881218782167e-01,3.821709984503177893e+00,1.986376119678332719e+00,-2.098404510918364663e-01,-8.824531513674394034e-02,2.317310893925257798e+00,-5.634069781401507271e+00,6.064065844574070274e-01,3.269723711630462049e+00,0.000000000000000000e+00
-2.626132077338820814e-01,5.723141173352646049e-01,1.797629585497845239e+00,-1.131376578214251749e+00,-1.044963149444591011e+00,-1.635512390244515668e+00,-6.373532625704503296e-02,-9.323817014205062481e-01,-5.946009848866695702e-01,-3.392674624020930452e-03,0.000000000000000000e+00
-4.260628882461030997e+00,-8.149143550023330018e-01,1.991648300305076225e+00,-4.008415011479372403e+00,2.103104646752489870e+00,-2.808685119073134118e+00,-2.702455094601038166e+00,3.395852576210853790e+00,-1.570786024556919624e+00,-3.677701048469579348e-01,2.000000000000000000e+00
2.250488756940240975e+00,-1.450696625063727874e+00,2.570612073742442050e+00,1.190924870930823554e+00,-1.223020188960858068e+00,-3.954533906685051559e-01,-3.585067714317163867e-01,-3.878317515405647065e+00,-2.557728595496519652e+00,-2.484677062351240640e+00,2.000000000000000000e+00
2.060256768192968657e+00,-8.151183130498775853e-01,-9.472661150808171504e-01,8.676881456639404799e-01,1.855303716384902435e+00,-1.545601391688776527e+00,4.445966337631652721e-01,4.582770542723321405e+00,2.325010493017577229e+00,-2.475176480727395045e+00,2.000000000000000000e+00
1.687397741147888430e+00,2.764700313537041154e+00,-1.377466650438755824e+00,1.689716914932893665e+00,1.400869562136561663e+00,-3.345175392504816436e+00,3.221362626642044091e+00,1.797379540671118159e+00,1.223954545140191197e-01,-9.381591102911008839e-01,2.000000000000000000e+00
-1.439900644112983352e+00,2.610566258171352239e+00,2.009399841668469300e+00,1.037344664729610288e+00,5.300032050974801123e-02,-2.348679985865043118e+00,-3.104750576672367091e-01,-1.895536347133070842e+00,-2.603161497057929097e+00,1.501968402375235545e-01,1.000000000000000000e+00
-2.404737025629451352e+00,-2.208735964101699034e-01,-8.759650841579518232e-01,3.040145721147580637e+00,-2.631557120231137858e+00,-3.726131477920249235e-01,1.996136233288353656e+00,-6.875062060001164710e+00,-1.341047032746422119e+00,3.958341006872526657e-01,0.000000000000000000e+00
7.172824812604863265e-01,-1.211475017664902731e+00,1.759928325496088020e+00,-4.500868916875275794e-01,1.878099374408296329e+00,-2.334912551018627491e-01,3.392023790578546638e+00,-1.102213701792833955e+00,-4.279305552013814573e-01,6.481830680148145118e-01,0.000000000000000000e+00
7.698382124545942728e-01,-2.018879327674531599e+00,1.045838454956155017e+00,1.719660255224610301e+00,1.348862950639455383e+00,6.507810035543595273e-01,-2.988166348380317139e+00,9.571905648154848123e-01,1.929459084277250769e+00,5.487251181007459788e-01,1.000000000000000000e+00
2.986954311953292418e+00,3.839912848207936769e+00,7.128794475312308920e-01,-1.159643341312310616e+00,4.908123657251757255e-01,-2.083615395723825703e+00,-3.671355074925451767e+00,3.966847004768453644e+00,-1.369470590727325687e+00,-5.559384408068530625e-01,1.000000000000000000e+00
-2.856493384969833738e-01,-8.045488723661442521e-02,9.122441220963917186e-01,7.714334640905744500e-01,-8.595148436277455506e-01,-1.882259538774874397e+00,2.082091376991293430e+00,-2.993399310577995021e+00,1.390999125969543115e-01,7.602283058567149698e-01,0.000000000000000000e+00
2.955299806609594349e+00,-1.336979203708746233e+00,1.320328092488255001e+00,2.238786767702380942e+00,3.025717691072558058e+00,6.627216129505604236e-01,-2.747786235840171454e+00,8.143715063115550823e-01,1.542607026917089286e+00,2.381174640896994710e+00,1.000000000000000000e+00
-1.715180245366357159e+00,-1.878019199986324494e+00,-1.753968232403958716e+00,1.770544440531614860e+00,-1.642572702567370646e+00,-5.107088878989085590e-01,-1.798457361802058729e+00,-2.697979209511764509e+00,1.672030100635553795e+00,1.341275235744854744e+00,0.000000000000000000e+00
-1.834231880810781590e+00,-1.916582767414964028e+00,2.434072953628272362e-01,-4.044921930352811223e+00,-2.636424842966277993e+00,-4.730499674081807271e-01,1.347990181320060765e+00,-4.576911191559026593e-01,-8.420762622160422595e-01,-2.582304230492807662e+00,2.000000000000000000e+00
-9.556791631527949971e-01,-2.295889089675656969e+00,-3.085330762042935326e+00,-9.635933029203604949e-01,-1.897639411722267022e+00,-2.702536452816179935e+00,-1.505531440499128237e+00,-2.995071687589217380e+00,-7.135226289640158592e-01,6.419408130446901950e-01,1.000000000000000000e+00
1.234211489885597812e+00,-6.104002176760469078e-01,4.755547038471781285e-01,6.035254913844327884e-01,-1.466344193059614165e+00,4.866519189196158557e+00,1.707234350715840288e+00,-4.039022712875848242e+00,-2.359778813352182425e+00,-7.480468376907842831e-01,2.000000000000000000e+00
-2.062972831102726445e+00,-1.408550243879175490e+00,7.334571567510117518e-02,5.136362981233588698e-02,-9.761251325926282307e-01,2.518468972777507808e-01,4.028760441047780638e-01,-4.414813847901908339e+00,-3.682012014863439653e+00,-1.256590282998574670e+00,0.000000000000000000e+00
-1.478563567171176985e+00,8.324436689748682117e-01,-9.715545103928738824e-01,-2.320313896929470765e+00,-1.537989037994177632e+00,9.922407261049315252e-03,-8.845455414402469962e-02,9.250806163704324847e-01,-3.002386136842353226e-01,-4.103734106098364531e-01,0.000000000000000000e+00
1.439908806524377027e-01,-9.382579013792694544e-01,-9.581211819669193108e-01,2.744787330197319353e+00,3.131136491775228681e+00,1.170907497917114126e+00,2.235425605228538615e+00,-5.574445364588671570e-01,-3.678285390352078466e-01,4.846297593749663291e-01,1.000000000000000000e+00
-8.576630069005644064e-01,-9.061200937034811220e-01,-9.979072870069825019e-01,-3.729765098303078119e+00,-1.937260444802039849e+00,6.945647669319161555e-01,-2.868855271932939655e+00,-1.662442531492102749e+00,-5.597898667816889606e+00,-2.687422371023940215e+00,2.000000000000000000e+00
1.700516142398961872e+00,-1.784381180105230058e+00,9.995015146530843442e-01,-1.024040172812372473e+00,-4.752561440240130608e-01,-1.984911207911449482e+00,-1.307770041757847945e+00,-2.096097346547163731e+00,-1.000625423126342950e+00,3.163034323245031976e-01,1.000000000000000000e+00
-1.963219359907730777e-01,1.617675992665877027e+00,5.663144957249882872e+00,-9.576636072877653394e-01,-2.890780252830136288e+00,-1.402956192212180930e+00,-9.396601117445133600e-01,-4.380822552136690362e+00,-1.902058013891236854e-01,2.658251893815821276e+00,0.000000000000000000e+00
2.463500246379880743e+00,5.302153146418269181e-01,8.721862844845102991e-01,3.384055394914093462e+00,-3.014682069577380830e+00,-1.028690331962789140e+00,-1.825051959915680033e+00,-7.678303732350136634e+00,-3.306484170125925104e+00,9.879597462706057875e-02,1.000000000000000000e+00
-2.022562392397214914e+00,-1.202211952719047794e+00,7.604769279926506531e-01,-2.831439963465026466e+00,-1.660400204623779796e+00,1.726029076923115468e+00,-1.282590307431942023e+00,-1.401520720043008261e-01,-2.843362935518936929e+00,-3.213176379418412942e+00,2.000000000000000000e+00
1.297530620464206530e+00,-9.115524321915451367e-01,2.200008265807893437e-01,9.508308018278031071e-01,-1.095446370205409137e+00,9.287356772666033322e-02,1.476552661296781421e+00,-1.616912388890532348e+00,-3.963843981254355775e-01,-2.134165057779731534e+00,1.000000000000000000e+00
-5.203082762809144057e+00,-1.359273461074281153e+00,2.702393603055504911e+00,-1.133788619318644164e+00,-3.383021405043237451e+00,1.016685888007557326e+00,-9.525231049463580568e-01,1.550397200258638808e+00,3.120062438756396439e+00,-3.085874748594727102e+00,2.000000000000000000e+00
-1.302965006972967466e+00,6.215883183434429693e-01,6.212705866084033968e-01,-6.009052126548104500e-01,8.125112467875779121e-01,-3.569865084547512168e+00,3.130676726758542472e+00,3.539483591935799200e-01,8.353465335830680960e-01,6.277547576190933842e-01,0.000000000000000000e+00
-1.811741799188912427e+00,2.778620429501677869e+00,1.435626136827982569e+00,4.785781636443405818e-01,-1.774890174101890761e-01,-8.390711901864781330e-01,4.428254405788247805e-01,1.884162723728610267e+00,1.656591892766475560e+00,5.802667593115781175e-01,0.000000000000000000e+00
-6.297846627546435094e+00,6.303568793847509788e+00,1.806599628275364466e+00,-7.411697088635855746e-01,-4.678465242272602076e+00,-3.073586249361185629e+00,-2.734288093352760463e+00,1.112488149569708762e+00,1.133106641985442309e+00,4.119014302418659845e-01,0.000000000000000000e+00
-1.735488794566675264e+00,-3.019117948162016951e+00,-4.992349972113409251e+00,2.838844695949894081e+00,-3.962822145822519460e+00,-3.056503905522781395e+00,2.629840734843242878e-01,-8.822240337358239870e+00,-3.247341420607108731e+00,-1.716010514121958819e+00,0.000000000000000000e+00
-1.025102251982850099e-01,-6.952493094528864326e-01,-5.727134076522095718e-01,2.301453323812912899e+00,7.673689924113762384e-01,3.798366132493016245e-01,1.998369955265597575e-01,-4.792381782729329687e-01,6.088556286605207868e-01,-2.176825542286402460e-01,1.000000000000000000e+00
-3.525906261880651371e+00,-1.311421551589214474e+00,2.719138445460854037e+00,-8.417493162176947763e-02,6.489856492410002176e-01,-1.159486080203918634e+00,-2.789436023568948375e+00,1.390029246780090322e+00,2.333038003948582073e+00,1.021409646765471413e+00,2.000000000000000000e+00
-1.559329890068822611e+00,-2.387353835938724966e+00,-2.084926123386531938e+00,3.556165932336670110e+00,-2.524148537546984983e+00,-2.277981925392362772e-01,2.069415697381926655e-01,-8.462362501821120375e+00,-1.831155515674187662e-02,2.912970707619363608e+00,0.000000000000000000e+00
1.153439934024172109e+00,-3.964219376785147020e+00,-2.322853421965555221e+00,-2.056218054059850697e-01,-3.070250190492533893e-01,3.880343799276482208e-01,-1.264684122450165260e+00,6.363400828691919697e-01,9.341097827474139637e-01,-2.177938677775447029e+00,2.000000000000000000e+00
2.941866040588993592e+00,-2.170870767602062656e+00,8.188003567735744337e-01,1.205158354773103735e+00,1.739194948612581282e-01,2.448439677482410204e+00,-9.073314512075136840e-02,-2.129601474430419028e+00,1.701391657559323534e-01,3.067042997788044234e-01,1.000000000000000000e+00
-6.222522728926027646e-02,-1.577544062316056817e+00,3.449833304688008084e+00,9.760212977998006245e-02,-2.059856313438611863e+00,3.274692162018532082e-01,-2.255693542879420033e+00,-5.476332129392783021e-02,1.901871403634105784e+00,-1.762378291073458447e+00,1.000000000000000000e+00
-3.142712486115998294e-01,-1.421275623647385133e+00,7.260961450894385383e-01,1.075064559483155380e+00,-3.000691019320552044e+00,1.756816510581289403e+00,2.049072166403884676e-01,-2.453865202908436682e+00,-4.378403845160265817e-01,-3.460783209846179709e+00,0.000000000000000000e+00
1.288007884308986162e+00,-1.297842270454732105e-01,1.113111515180427169e+00,3.988852405427349979e+00,-8.680649190707641072e-01,-1.932187881917893257e+00,-6.815776232116604882e-01,-2.424468444172808379e+00,1.254543022167542432e-01,-1.752482493565871824e+00,1.000000000000000000e+00
-2.862823081287495519e+00,-1.464282869773729789e-01,3.652884203908215000e+00,1.617173192097851375e+00,-2.463427863343959245e+00,2.018900150591852682e+00,1.912875923413913659e+00,-8.921265973512325642e-01,2.707024400937668496e+00,-2.022865678297323999e+00,2.000000000000000000e+00
1.947265636289131407e+00,-3.258673707831563959e+00,-2.234953285990078697e+00,1.407003083115140996e+00,1.899777519859842112e-01,-1.404818351383344321e+00,3.792818611102973803e-01,3.641895455862962927e-01,1.784699924230815249e+00,-1.997552550788267434e+00,2.000000000000000000e+00
2.473063538268176487e+00,-2.467281768254372398e+00,8.048183693100208203e-02,3.022742637686540057e+00,4.560885772596354748e+00,-1.332572139352957041e+00,1.657285577243797992e+00,4.216404661296334844e+00,1.516871651816131150e+00,-3.628553262160329140e+00,2.000000000000000000e+00
1.355814572248595695e+00,6.336604565817620660e-01,-3.828348340118344240e+00,4.595510765997653735e+00,-3.738657447882609564e-01,-2.521756240732265786e-01,2.512205052071326605e+00,1.825070545966648305e-01,2.201379460089008866e+00,-1.763168179905899136e+00,2.000000000000000000e+00
2.224991085368151378e+00,3.316947009572206007e+00,3.933592269360657312e+00,-6.697827700214609159e-01,2.189130727803401122e+00,-4.942621844907392870e+00,-4.425544493930607004e+00,4.144317234231231772e+00,-2.424071810311875463e+00,-1.652464490430804123e+00,1.000000000000000000e+00
-1.191636126737056767e-01,3.870252225188282047e-01,-1.156566791791723281e+00,1.346568933900482712e-02,-2.425376248147887992e+00,1.667045744533578677e+00,-3.772493106796301898e-01,-3.143906501943634080e+00,-3.040449891483234524e+00,-1.550492436014190734e+00,2.000000000000000000e+00
-2.955729009798898410e+00,8.360953197903324696e-01,-5.455251290643092776e-01,-5.354334366504539533e-01,-3.574086830926148650e+00,2.832461452585946837e+00,8.464862351088335846e-01,-1.816172687485487325e+00,-1.219667025213424738e+00,-2.292973893174921951e+00,2.000000000000000000e+00
1.006922681451317025e+00,-2.134884305447348307e+00,-1.227021673016591707e+00,2.757638128544449785e+00,-6.209630508020436146e-02,7.905383506821523909e-01,6.167357273733800049e-01,-3.598711646917186258e+00,-3.224784145533154955e-01,4.667223507995776899e-02,1.000000000000000000e+00
-2.677381365529878376e-01,-2.002633442649011108e+00,-4.587828927912074306e-02,3.433417265603129209e+00,-2.335733671144323509e+00,-3.990597473512827342e+00,2.445004734752975750e-02,-7.260244405327440198e+00,-2.373957220436262894e+00,-1.676558751517633894e+00,1.000000000000000000e+00
3.992303966935060178e-01,1.809191510460590901e+00,2.027040986098020525e+00,1.673729510747465454e+00,-2.195107936629126399e+00,1.457001457688853252e+00,-1.613645421133471647e-01,-2.086200540988141228e+00,-4.789622414832758190e-01,-8.883933043080911585e-01,1.000000000000000000e+00
2.540775962557175305e+00,-5.907243253268565919e-01,1.329415563985610227e+00,5.459077510135522893e+00,9.241632787257978432e-01,-5.599053330988369659e+00,8.016732750638346783e-01,-2.425157860220895856e+00,2.500097974965260761e-01,-2.208523563860628869e+00,1.000000000000000000e+00
1.266869683515702505e+00,8.460273672301361625e-01,3.262594854560960655e+00,5.340081648909468903e+00,-1.997070177495938736e-01,-4.444573543444052532e+00,7.058909718714569959e-01,-8.227280327929722858e+00,-5.204950480002378477e+00,-1.460379096784076403e+00,1.000000000000000000e+00
-2.419687676536815601e+00,-2.321051782259361929e+00,5.388555549463536209e-01,-2.536964495476337067e-01,-5.830359244862080015e-01,-2.978788579375790668e-01,-9.021330277607217951e-01,-2.585372806942607848e+00,-9.400312668623496126e-01,-8.083704040037753558e-02,0.000000000000000000e+00
7.092811130528533514e-01,-4.783960983435759928e-01,-1.240659408867892610e+00,-2.800643060697232123e-01,-2.725719246375327032e+00,-2.519689790743176339e+00,-1.900845550205758405e+00,-5.076356202000462225e+00,-2.412824527299368249e+00,9.555296680098306350e-01,1.000000000000000000e+00
2.449179714071828773e+00,3.028288093079178900e-01,2.377026147443795256e+00,4.910403619493698635e+00,-1.395471323984424084e+00,-1.919347883537782407e+00,-8.074283964112489720e-01,-2.991288354016997886e+00,-1.198220375861628106e+00,-3.979940838768217581e+00,1.000000000000000000e+00
-4.109645300477768437e+00,6.187363277415063312e-01,2.299578807419360604e+00,1.389439112687363087e+00,-1.790515231008714903e+00,1.136984507406754830e+00,-4.551070369589185205e-01,1.388497820056851517e-01,1.971921627175390990e+00,-1.148579954828657490e+00,2.000000000000000000e+00
-7.161903401107635680e+00,-3.090422682620081574e+00,2.138132327297761481e+00,-6.051860285608268164e+00,1.071858352970269879e+00,-1.279644033284328630e+00,-4.244952840817451722e+00,7.234187029393895685e+00,2.137561728817654938e+00,-1.677041961899301104e+00,2.000000000000000000e+00
1.304639439624237784e+00,2.014301529754396469e+00,1.947002131020318938e+00,4.723462395624622445e+00,-1.407045225938318600e+00,-2.443519670058215798e+00,4.295852616442565886e-01,-3.262901951983578464e+00,-1.880180790903679622e+00,-3.254293395940272227e+00,1.000000000000000000e+00
-2.128946050288497815e+00,8.037165605667939694e-02,1.589678087242260007e+00,1.125571705226913188e-01,-3.630268966379150974e+00,3.874464073864261060e+00,1.093650904719644101e+00,-2.699506987090730004e+00,-5.109391768269997414e-01,-2.216456861772134523e+00,2.000000000000000000e+00
-4.948791067653017350e+00,1.846894057028075631e+00,4.725713511036795822e+00,3.161366692684731028e+00,-4.452814507604567318e+00,1.619562873042805551e+00,5.960728338528232806e-01,-9.505560118524529756e+00,3.555290793873502331e-01,4.466018801174365116e+00,0.000000000000000000e+00
-1.901200111845794627e+00,-2.400784468394076221e+00,-4.988186429424334989e-02,7.857256075828631392e-01,-2.333015479228309985e+00,3.229555398147433642e+00,-4.175891426993464606e+00,-3.909697443318747467e+00,-3.308948757887333336e-01,1.164192150129737646e+00,0.000000000000000000e+00
6.849809071825008200e-01,-4.216166277432720211e-01,1.182075728472646192e+00,2.910510042984936874e+00,-1.173579756677984198e+00,-7.525508139178183065e-02,1.097679561699199891e+00,-4.327601163126796990e+00,8.956660157966903624e-01,1.350663179745773768e+00,0.000000000000000000e+00
-6.664652093483807160e-01,-3.913182252283031737e-02,1.479883737166355573e+00,7.923705750867965358e-01,1.602267882177608627e+00,1.471098955343220105e+00,-1.214417380553683756e+00,1.251209731520281920e+00,2.212894762253838188e+00,2.592541225871199728e+00,1.000000000000000000e+00
-1.849934051148281799e+00,1.814674920263315450e+00,3.305327864110164660e-01,1.258384020044291063e+00,-1.082500629371170309e-01,-4.708704034737287714e-02,2.406940676925025890e+00,5.660658199559943649e-01,2.162603949089489497e+00,9.664366205035753721e-01,0.000000000000000000e+00
-1.945131994900510808e-01,-1.617187707974067301e+00,-6.790651768746887029e-01,-2.536325805520379895e+00,2.634335234851656882e-01,1.276374824713170764e+00,-3.888435742432665876e+00,3.625279661480938831e+00,2.940813333992483791e+00,1.976040777866956866e+00,0.000000000000000000e+00
